id,scientific_name,japanese_name,genus_id,gbif_taxon_key,edibility
15,Abrothallus cetrariae,,20,7824496,
16,Abrothallus parmeliarum,,20,7513752,
17,Abrothallus suecicus,,20,2592384,
18,Acarospora asahinae,,21,3414400,
19,Acarospora fuscata,,21,7250044,
20,Acarospora privigna,,21,3413825,
21,Eiglera flavida,,22,2607832,
22,Myriospora smaragdula,,23,5473779,
23,Sarcogyne endopetrophila,,24,9816200,
24,Sarcogyne lapponica,,24,5473630,
25,Acaulospora longula,,25,2560118,
26,Acaulospora scrobiculata,,25,2560129,
27,Acaulospora spinosa,,25,2560124,
28,Acrodictys bambusicola,,26,3476724,
29,Acrogenospora altissima,,27,2614804,
30,Acrogenospora sphaerocephala,,27,2613618,
31,Acrospermum viticola,,28,3519881,
32,Agaricus,,29,11708081,
33,Agaricus abruptibulbus,ウスキモリノカサ,29,5455910,
34,Agaricus arvensis,オオハラタケ,29,5243403,
35,Agaricus bisporus,,29,5243447,
36,Agaricus blazei,カワリハラタケ,29,5457214,
37,Agaricus callacii,,29,8014858,
38,Agaricus campestris,ハラタケ,29,5243458,
39,Agaricus depauperatus,,29,5243400,
40,Agaricus dulcidulus,,29,5243386,
41,Agaricus jezoensis,キハラタケ,29,5456640,
42,Agaricus lanipes,,29,5243351,
43,Agaricus lapidescens,,29,12213212,
44,Agaricus moelleri,,29,5243496,
45,Agaricus parasubrutilescens,,29,9800073,
46,Agaricus placomyces,ハラタケモドキ,29,5243506,
47,Agaricus purpurellus,コムラサキモリノカサ,29,8225851,
48,Agaricus semotellus,ヒメモリノカサ,29,5455854,
49,Agaricus subrufescens,ニセモリノカサ,29,5243460,
50,Agaricus subrutilescens,ザラエノハラタケ,29,5243396,
51,Agaricus sylvaticus,,29,8108291,
52,Agaricus sylvicola,,29,8365581,
53,Agaricus trisulphuratus,,29,5242791,
54,Arachnion album,シロクモノコタケ,30,2535762,
55,Chamaemyces alphitophyllus,,31,7773562,
56,Chlorophyllum alborubescens,イロガワリシロカラカサタケ,32,5955392,
57,Chlorophyllum molybdites,オオシロカラカサタケ,32,5243168,
58,Chlorophyllum neomastoideum,コカラカサタケ,32,5955381,
59,Chlorophyllum nothorachodes,,32,5955388,
60,Chlorophyllum rachodes,カラカサタケモドキ,32,6014677,
61,Chlorophyllum rhacodes,,32,5955395,
62,Coprinus comatus,ササクレヒトヨタケ,33,7987658,
63,Coprinus leucostictus,,33,3332159,
64,Coprinus sterquilinus,マグソヒトヨタケ,33,2536689,
65,Crucispora rhombisperma,ヒシノミシバフタケ,34,2535237,
66,Cyathus badius,カバイロチャダイゴケ,35,5454166,
67,Cyathus gayanus,,35,5454150,
68,Cyathus gracilis,,35,5454259,
69,Cyathus hookeri,,35,5243123,
70,Cyathus limbatus,,35,5243144,
71,Cyathus melanospermus,,35,5454179,
72,Cyathus microsporus,,35,6014715,
73,Cyathus olla,,35,5243125,
74,Cyathus poeppigii,,35,5454216,
75,Cyathus stercoreus,ハタケチャダイゴケ,35,5243140,
76,Cyathus striatus,スジチャダイゴケ,35,5243151,
77,Cystodermella cinnabarina,チャヒメオニタケ,36,2535150,
78,Cystodermella granulosa,ヒメオニタケ,36,2535164,
79,Cystolepiota hetieri,コナカラカサタケ,37,2535723,
80,Cystolepiota hispida,,37,3334185,
81,Cystolepiota pseudogranulosa,コナカラカサタケモドキ,37,2535701,
82,Disciseda bovista,ドングリタケ,38,3332686,
83,Disciseda candida,ウスイロドングリタケ,38,2535664,
84,Disciseda subterranea,,38,3332671,
85,Echinoderma asperum,,39,5243011,
86,Echinoderma calcicola,,39,5243029,
87,Echinoderma echinaceum,,39,6011136,
88,Echinoderma hystrix,,39,8393053,
89,Japonogaster oohashianus,,40,3333398,
90,Lepiota aurantioflava,ウコンカラカサタケ,41,3340441,
91,Lepiota boninensis,ムニンヒメカラカサタケ,41,3340529,
92,Lepiota brunneoincarnata,,41,2535390,
93,Lepiota carpatica,,41,3340180,
94,Lepiota castanea,クリイロカラカサタケ,41,2535310,
95,Lepiota chudaei,,41,3340234,
96,Lepiota cinnamomea,チャキツネノカラカサ,41,7595416,
98,Lepiota clypeolaria,ワタカラカサタケ,41,2535456,
99,Lepiota clypeolarioides,,41,7242594,
100,Lepiota cristata,キツネノカラカサ,41,2535471,
102,Lepiota fusciceps,クロヒメカラカサタケ,41,3340528,
103,Lepiota ignivolvata,,41,2535360,
104,Lepiota magnispora,コゲチャワタカラカサタケ,41,2535486,
105,Lepiota micropholis,ゴマキツネガサ,41,2535314,
106,Lepiota otsuensis,,41,3340808,
107,Lepiota praetervisa,ナカグロヒメカラカサタケ,41,3340801,
108,Lepiota rufipes,,41,2535400,
109,Lepiota subcitrophylla,キヒダカラカサタケ,41,3341010,
110,Lepiota subtropica,ムニンヒナキツネガサ,41,3340102,
111,Lepiota venenata,,41,8127629,
112,Lepiota xanthophylla,キヒダカラカサモドキ,41,2535329,
113,Leucoagaricus americanus,アメリカカラカサタケ,42,2535839,
114,Leucoagaricus atrosquamulosus,,42,10742459,
115,Leucoagaricus japonicus,,42,3333509,
116,Leucoagaricus leucothites,,42,2535875,
117,Leucoagaricus meleagris,ツブカラカサタケ,42,2535798,
118,Leucoagaricus rubrotinctus,アカキツネガサ,42,3333538,
119,Leucocoprinus birnbaumii,コガネキヌカラカサタケ,43,2535598,
120,Leucocoprinus brebissonii,ナカグロヒガサタケ,43,2535560,
121,Leucocoprinus cepistipes,キヌカラカサタケ,43,9203821,
123,Leucocoprinus cretaceus,ヒメカラカサタケ,43,9065458,
124,Leucocoprinus cygneus,シロヒメカラカサタケ,43,2535573,
125,Leucocoprinus fragilissimus,キツネノハナガサ,43,8659282,
126,Leucocoprinus straminellus,,43,2535563,
127,Leucocoprinus subglobisporus,マルミノヒガサタケ,43,3332030,
128,Leucocoprinus viridiflavus,,43,7791518,
129,Leucopholiota decorosa,ツノシメジ,44,2531570,
130,Lycoperdon marginatum,,45,5453425,
131,Lycoperdon purpurascens,クロゲチャブクロ,45,7642379,
132,Lycoperdon wrightii,,45,6014702,
133,Macrolepiota albuminosa,,46,3339816,
134,Macrolepiota detersa,マントカラカサタケと思われる,46,8176111,
135,Macrolepiota mastoidea,,46,2536707,
136,Macrolepiota procera,カラカサタケ,46,8914748,
137,Melanophyllum eyrei,ミドリヒダカラカサタケ,47,5243182,
138,Melanophyllum haematospermum,,47,9040203,
139,Micropsalliota plumaria,,48,2535499,
140,Nidula candida,ルツボチャダイゴケ,49,5243564,
141,Nidula emodensis,,49,5243568,
142,Nidula microcarpa,,49,7242817,
143,Nidula niveotomentosa,コチャダイゴケ,49,5243566,
144,Nidularia deformis,,50,5243092,
145,Nidularia pulvinata,マクラキンチャクタケ,50,2535739,
146,Podaxis pistillaris,,51,2535532,
147,Queletia mirabilis,オニノケヤリタケ,52,2536052,
148,Ripartitella brasiliensis,ニセキツネノカラカサ,53,2535638,
149,Tulostoma adhaerens,アバタケシボウズタケ,54,5243326,
150,Tulostoma brumale,ケシボウズタケ,54,5243296,
151,Tulostoma fimbriatum,アラナミケシボウズタケ,54,5243305,
152,Tulostoma finkii,,54,5453877,
153,Tulostoma fulvellum,タネミケシボウズタケ,54,5453860,
154,Tulostoma granulosum,,54,5243306,
155,Tulostoma rickii,,54,5453979,
156,Tulostoma squamosum,ウロコケシボウズタケ,54,9428975,
158,Tulostoma striatum,,54,5243318,
159,Pseudobensingtonia ingoldii,,55,9697199,
160,Pseudobensingtonia musae,,55,9780098,
161,Sterigmatomyces elviae,,56,3370411,
162,Sterigmatomyces halophilus,,56,2556551,
163,Xylographa parallela,,57,7902131,
164,Aigialus grandis,,58,2615476,
165,Fissuroma aggregatum,,59,8001668,
166,Ajellomyces capsulatus,,60,3469214,
167,Emmonsiellopsis coralliformis,,61,9683382,
168,Histoplasma capsulatum,,62,3469218,
169,Paracoccidioides brasiliensis,,63,2595904,
170,Albatrellopsis confluens,,64,2551821,
171,Albatrellopsis flettii,,64,5955078,
172,Albatrellus cantharellus,アミラッパタケ,65,2551795,
173,Albatrellus ovinus,ニンギョウタケモドキ,65,2551823,
174,Neoalbatrellus caeruleoporus,,66,8166784,
175,Neoalbatrellus yasudae,,66,5955076,
176,Scutiger pes-caprae,,67,5248916,
177,Amanita abrupta,タマシロオニタケ,68,5451697,
178,Amanita agglutinata,,68,5451921,
179,Amanita alboflavescens,キウロコテングタケ,68,5451925,
180,Amanita areolata,ヒビワレテングタケ,68,5451699,
181,Amanita atkinsoniana,,68,5452114,
182,Amanita avellaneosquamosa,アクイロウロコツルタケ,68,5452404,
183,Amanita battarrae,タカネテングツルタケ,68,5240259,
184,Amanita caesarea,セイヨウタマゴタケ,68,5240269,
185,Amanita caesareoides,,68,5452301,
186,Amanita castanopsidis,,68,5452385,
187,Amanita castanopsis,コシロオニタケ,68,5452386,
188,Amanita ceciliae,テングツルタケ,68,5240213,
189,Amanita chatamagotake,,68,10769851,
190,Amanita cheelii,,68,7521503,
191,Amanita chepangiana,,68,5452342,
192,Amanita citrina,クロコタマゴテングタケ,68,3328320,
193,Amanita citrinoannulata,,68,10797037,
194,Amanita clarisquamosa,シロウロコツルタケ,68,5452233,
195,Amanita cokeri,ササクレシロオニタケ,68,5451920,
196,Amanita concentrica,シロオビテングタケ,68,5452514,
197,Amanita echinocephala,,68,5240229,
198,Amanita eijii,,68,5452712,
199,Amanita esculenta,ドウシンタケ,68,5452208,
200,Amanita excelsa,,68,8935018,
201,Amanita farinosa,ヒメコナカブリツルタケ,68,5240238,
202,Amanita flavipes,コガネテングタケ,68,5452223,
203,Amanita flavoconia,,68,5240273,
204,Amanita flavofloccosa,キワタゲテングタケ,68,5452277,
205,Amanita franchetii,,68,5240284,
206,Amanita fritillaria,,68,5451711,
207,Amanita fuliginea,クロタマゴテングタケ,68,5451781,
208,Amanita fuliginosa,,68,5452717,
209,Amanita fulva,カバイロツルタケ,68,7765582,
210,Amanita gemmata,,68,5240292,
211,Amanita griseofarinosa,コナカブリテングタケ,68,5451909,
212,Amanita griseofolia,,68,5452505,
213,Amanita griseoturcosa,アオミドリタマゴテングタケ,68,5452700,
214,Amanita gymnopus,カブラテングタケ,68,5452610,
215,Amanita hamadae,ヨソオイツルタケ,68,5452257,
216,Amanita hemibapha,オオベニタケ,68,5240264,
217,Amanita hongoi,シロオニタケモドキ,68,5451806,
218,Amanita ibotengutake,イボテングタケ,68,5452245,
219,Amanita imazekii,ミヤマタマゴタケ,68,5452688,
220,Amanita incarnatifolia,,68,5452305,
221,Amanita japonica,ハイイロオニタケ,68,5451805,
222,Amanita javanica,キタマゴタケ,68,5452201,
223,Amanita kitamagotake,,68,10744170,
224,Amanita kotohiraensis,コトヒラシロテングタケ,68,5452198,
225,Amanita lignitincta,,68,5452241,
226,Amanita liquii,,68,5452142,
227,Amanita longistriata,アカハテングタケ,68,5452103,
228,Amanita lutescens,イロガワリヘビキノコ,68,5451761,
229,Amanita macrocarpa,,68,8245652,
230,Amanita mairei,ナガミノツルタケ,68,5240290,
231,Amanita manginiana,,68,5452410,
232,Amanita melleiceps,ヒメコガネツルタケ,68,5452383,
233,Amanita miculifera,ハイイロテングタケ,68,5451724,
234,Amanita muscaria,ベニテングタケ,68,8168319,
235,Amanita neo-ovoidea,シロテングタケ,68,5452638,
236,Amanita nivalis,,68,5240226,
237,Amanita oberwinklerana,ニオイドクツルタケ,68,5451941,
238,Amanita oberwinkleriana,,68,10805659,
239,Amanita onusta,,68,5452145,
240,Amanita orientifulva,,68,5452236,
241,Amanita orientigemmata,ウスキテングタケ,68,5451956,
242,Amanita ovalispora,,68,5451739,
243,Amanita ovoidea,シロタマゴタケ,68,5240329,
244,Amanita pallidorosea,,68,7991939,
245,Amanita pantherina,テングタケ,68,8961574,
246,Amanita perpasta,オニテングタケ,68,5451675,
247,Amanita phalloides,タマゴテングタケ,68,5240325,
248,Amanita porphyria,コテングタケ,68,5240279,
249,Amanita princeps,,68,5452455,
250,Amanita pseudogemmata,イボコガネテングタケ,68,5452552,
251,Amanita pseudoporphyria,コテングタケモドキ,68,5452310,
252,Amanita pseudovaginata,カブラツルタケ,68,5451719,
253,Amanita pulchella,ココガネテングタケ,68,7241987,
254,Amanita regalis,,68,5240248,
255,Amanita roseolamellata,バライロツルタケ,68,5451703,
256,Amanita rubescens,イロガワリテングタケ,68,7496350,
257,Amanita rubromarginata,フチドリタマゴタケ,68,5452339,
258,Amanita rubrovolvata,ヒメベニテングタケ,68,5452113,
259,Amanita rufoferruginea,カバイロコナテングタケ,68,5452307,
260,Amanita sculpta,チャオニテングタケ,68,5452289,
261,Amanita sepiacea,テングタケモドキ,68,5452186,
262,Amanita sinensis,ハイカグラテングタケ,68,7242039,
263,Amanita sinocitrina,,68,5451687,
264,Amanita spadicea,,68,5240239,
265,Amanita sphaerobulbosa,,68,5452280,
266,Amanita spissacea,ヘビキノコモドキ,68,5452620,
267,Amanita spreta,ツルタケダマシ,68,5452232,
268,Amanita strobiliformis,マツカサモドキ,68,5240217,
269,Amanita subglobosa,,68,5451933,
270,Amanita subjunquillea,アケボノドクツルタケ,68,7241999,
271,Amanita submembranacea,,68,8391120,
272,Amanita subparvipantherina,,68,8425153,
273,Amanita sychnopyramis,テングタケダマシ,68,7242057,
274,Amanita tenuifolia,,68,5452474,
275,Amanita timida,スオウシロオニタケ,68,5452249,
276,Amanita vaginata,シロツルタケ,68,5240306,
277,Amanita verna,シロタマゴテングタケ,68,5240320,
278,Amanita vestita,,68,5452298,
279,Amanita virgineoides,シロオニタケ,68,5452449,
280,Amanita virosa,ドクツルタケ,68,5240323,
281,Amanita vittadinii,,68,7647780,
282,Amanita volvata,フクロツルタケ,68,5451910,
283,Amanita yuaniana,,68,5452672,
284,Limacella delicata,,69,9793586,
285,Limacella olivaceobrunnea,ムニンヌメリカラカサタケ,69,5452724,
286,Limacella subglischra,ヌメリカラカサタケ,69,5452774,
287,Zhuliangomyces illinitus,,70,10691289,
288,Ambispora callosa,,71,2560220,
289,Ambispora jimgerdemannii,,71,2560225,
290,Ambispora leptoticha,,71,2560228,
291,Amicodisca svrcekii,,72,3489259,
292,Fouskomenomyces cupreorufescens,,73,12184976,
293,Murispora rubicunda,,74,5893936,
294,Pseudomassariosphaeria grandispora,,75,7403827,
295,Amphisphaeria hiugensis,,76,3462853,
296,Beltraniella acaciae,,77,9662095,
297,Beltraniella botryospora,,77,7877730,
298,Beltraniella odinae,,77,2575686,
299,Beltraniella portoricensis,,77,2575679,
300,Ceratosporium cornutum,,78,3455332,
301,Immersidiscosia eucalypti,,79,7711427,
302,Microdochium albescens,,80,7400525,
303,Microdochium nivale,,80,3464089,
304,Monochaetia cornicola,,81,5488266,
305,Monochaetia dimorphospora,,81,5254424,
306,Monochaetia junipericola,,81,9947339,
307,Monochaetia karstenii,,81,5254430,
308,Monochaetia monochaeta,,81,5254433,
309,Synnemapestaloides rhododendri,,82,2574842,
310,Neoacrodontium hydnicola,,83,12186066,
311,Wallrothiella subiculosa,,84,2569530,
312,Anomoloma albolutescens,,85,2543454,
313,Anomoporia vesiculosa,,86,2543114,
314,Plicaturopsis crispa,チヂレタケ,87,2526725,
315,Conidiobolus coronatus,,88,2559647,
316,Anthracoidea atratae,,89,2557023,
317,Anthracoidea caricis,,89,2556964,
318,Anthracoidea caricis-grallatoriae,,89,7924834,
319,Anthracoidea heterospora,,89,2557016,
320,Anthracoidea japonica,,89,7604119,
321,Anthracoidea microsora,,89,3368810,
322,Anthracoidea obovoidea,,89,3368823,
323,Anthracoidea siderostictae,,89,3368843,
324,Anthracoidea subinclusa,,89,2556952,
325,Anthracoidea suedae,,89,3368835,
326,Anthracoidea variabilis,,89,3368809,
327,Cintractia axicola,,90,2557086,
328,Cintractia fimbristylidis-miliaceae,,90,7437836,
329,Leucocintractia leucoderma,,91,2557123,
330,Moreaua aterrima,,92,2557232,
331,Pilocintractia fimbristylidicola,,93,2557108,
332,Tolyposporium kuwanoanum,,94,7850068,
333,Ustanciosporium majus,,95,2557160,
334,Ustanciosporium montagnei,,95,2557181,
335,Ustanciosporium taubertianum,,95,2557152,
336,Apiospora arundinis,,96,12228442,
337,Apiospora esporlensis,,96,11728327,
338,Apiospora hyphopodii,,96,11958991,
339,Apiospora hysterina,,96,12251390,
340,Apiospora jiangxiensis,,96,12193085,
341,Apiospora montagnei,,96,2569390,
342,Apiospora punctum,,96,3464737,
343,Apiospora sacchari,,96,12005997,
344,Apiospora serenensis,,96,11927159,
345,Apiospora shiraiana,,96,8582662,
346,Apiospora sphaerosperma,,96,12146299,
347,Arthrinium japonicum,,97,3464685,
348,Cordella fasciculata,,98,3464701,
349,Spegazzinia deightonii,,99,5469974,
350,Spegazzinia tessarthra,,99,5258294,
351,Aplosporella demersa,,100,7255073,
352,Aporpium strigosum,,101,7820052,
353,Aquasubmersa japonica,,102,8385282,
354,Arachnopeziza aurata,,103,2585521,
355,Arachnopeziza aurelia,クモノスアカゲヒナチャワン,103,2585535,
356,Arachnopeziza candidofulva,,103,2585546,
357,Arachnopeziza cornuta,,103,2585559,
358,Arachnopeziza fitzpatrickii,,103,3488521,
359,Arachnopeziza japonica,,103,3488499,
360,Arachnopeziza leonina,クモノスヒメチャワンタケ,103,3488518,
361,Arachnopeziza nuda,,103,3488500,
362,Arachnopeziza obtusipila,,103,2585549,
363,Parachnopeziza miniopsis,,104,2585819,
364,Archaeorhizomyces finlayi,,105,7870834,
365,Archaeospora trappei,,106,2560212,
366,Arctomia fascicularis,,107,8560983,
367,Armatella litseae,,108,3523673,
368,Arthonia accolens,,109,2607747,
369,Arthonia cyanea,,109,3548598,
370,Arthonia incarnata,,109,3549461,
371,Arthonia rufidula,,109,8471558,
372,Arthonia sanguinaria,,109,12211571,
373,Arthonia trilocularis,,109,3548673,
374,Arthonia varia,,109,3549396,
375,Arthonia vinosa,,109,2592729,
376,Arthothelium spectabile,,110,7255839,
377,Bryostigma phaeophysciae,,111,12225423,
378,Coniarthonia eos,,112,10797658,
379,Coniocarpon cinnabarinum,,113,2592737,
380,Eremothecella calamicola,,114,3548519,
381,Eremothecella macrosperma,,114,8658392,
382,Herpothallon japonicum,,115,7507851,
383,Inoderma byssaceum,,116,7846196,
384,Inoderma nipponicum,,116,10757212,
385,Sporodophoron gossypinum,,117,10755020,
386,Sporodophoron primorskiense,,117,10760400,
387,Synarthonia lopingensis,,118,10729062,
388,Arthroderma crocatum,,119,3468734,
389,Arthroderma curreyi,,119,2596069,
390,Arthroderma gypseum,,119,2596086,
391,Arthroderma multifidum,,119,2596094,
392,Arthroderma simii,,119,2596077,
393,Arthroderma vanbreuseghemii,,119,2596073,
394,Epidermophyton floccosum,,120,7252831,
395,Microsporum canis,,121,8499003,
397,Microsporum ferrugineum,,121,2596056,
398,Microsporum gallinae,,121,2596037,
399,Microsporum gypseum,,121,3468777,
400,Microsporum incurvatum,,121,7379643,
401,Microsporum nanum,,121,2596032,
402,Nannizzia otae,,122,2596020,
403,Paraphyton cookei,,123,10683600,
404,Trichophyton ajelloi,,124,2596079,
405,Trichophyton benhamiae,,124,10775388,
406,Trichophyton bullosum,,124,2596222,
407,Trichophyton equinum,,124,2596127,
408,Trichophyton mentagrophytes,,124,2596108,
409,Trichophyton rubrum,,124,2596156,
410,Trichophyton schoenleinii,,124,2596102,
411,Trichophyton simii,,124,2596137,
412,Trichophyton tonsurans,,124,2596223,
413,Trichophyton verrucosum,,124,7252801,
414,Trichophyton violaceum,,124,2596151,
415,Arthrorhaphis alpina,,125,2610243,
416,Ascobolus carbonarius,,126,2595613,
417,Ascobolus crenulatus,,126,2595593,
418,Ascobolus denudatus,イバリスイライカビ,126,2595572,
419,Ascobolus elegans,,126,2595569,
420,Ascobolus furfuraceus,スイライカビ,126,8732823,
421,Ascobolus hansenii,ホソミノイバリスイライカビ,126,2595651,
422,Ascobolus immersus,,126,2595555,
423,Ascobolus minutus,,126,2595573,
424,Ascobolus scatigenus,,126,2569610,
425,Saccobolus beckii,,127,2595492,
426,Saccobolus depauperatus,,127,7977983,
427,Saccobolus glaber,,127,2595499,
428,Saccobolus minimus,,127,2595493,
429,Saccobolus obscurus,,127,7358476,
430,Saccobolus thaxteri,,127,2595491,
431,Saccobolus truncatus,,127,2595483,
432,Thecotheus crustaceus,,128,2595517,
433,Thecotheus pelletieri,,128,2595525,
434,Ascocorticium anomalum,,129,2582962,
435,Ascodesmis porcina,,130,2594855,
436,Cephaliophora irregularis,,131,2593205,
437,Cephaliophora tropica,,131,2593210,
438,Eleutherascus peruvianus,,132,2594873,
439,Lasiobolus papillatus,ハリケシロヒメフンタケ,133,8943586,
440,Pulchromyces fimicola,,134,2590113,
441,Ascosphaera celerrima,,135,2595775,
442,Ascosphaera cinnamomea,,135,2595783,
443,Ascosphaera fusiformis,,135,2595776,
444,Ascosphaera naganensis,,135,2595784,
445,Ascosphaera parasitica,,135,3468447,
446,Ascosphaera verrucosa,,135,3468442,
447,Ascosphaera xerophila,,135,2595791,
448,Bettsia alvei,,136,10790331,
449,Aspergillus acidus,,137,5488761,
450,Aspergillus aculeatinus,,137,5488784,
451,Aspergillus aculeatus,,137,5259902,
452,Aspergillus amstelodami,,137,5260103,
453,Aspergillus awamori,アワモリコウジカビ,137,5259798,
454,Aspergillus baarnensis,,137,8208105,
455,Aspergillus bombycis,,137,5488687,
456,Aspergillus caelatus,,137,5260019,
457,Aspergillus caesiellus,,137,5259896,
458,Aspergillus candidus,,137,5260032,
459,Aspergillus caninus,,137,7823676,
460,Aspergillus cejpii,,137,7520378,
461,Aspergillus cervinus,,137,5259893,
462,Aspergillus chevalieri,,137,5260101,
463,Aspergillus citrisporus,,137,5260045,
464,Aspergillus clavatus,,137,9339890,
465,Aspergillus conicus,,137,5259953,
466,Aspergillus corrugatus,,137,5259891,
467,Aspergillus costiformis,,137,5260105,
468,Aspergillus cristatus,,137,5259837,
469,Aspergillus elegans,,137,5259776,
470,Aspergillus felis,,137,9082758,
471,Aspergillus fischeri,,137,5259791,
472,Aspergillus flavipes,,137,5259935,
473,Aspergillus flavus,フラブスコウジカビ,137,5259820,
474,Aspergillus floccosus,,137,7992295,
475,Aspergillus foeniculicola,,137,5488785,
476,Aspergillus foetidus,,137,5259810,
477,Aspergillus foveolatus,,137,5259819,
478,Aspergillus fumigatus,アスペルギルス・フミガツス,137,5260010,
479,Aspergillus giganteus,,137,5259848,
480,Aspergillus glaucus,カツオブシカビ,137,8629532,
481,Aspergillus gymnosardae,,137,5259856,
482,Aspergillus hiratsukae,,137,5259762,
483,Aspergillus iizukae,,137,5259946,
484,Aspergillus insolitus,,137,8192630,
485,Aspergillus inuii,,137,5259775,
486,Aspergillus itaconicus,ウメズカビ,137,5259961,
487,Aspergillus japonicus,,137,5259787,
488,Aspergillus kambarensis,,137,5259927,
489,Aspergillus kanagawaensis,,137,5259986,
490,Aspergillus leporis,,137,5259911,
491,Aspergillus montevidensis,,137,5260018,
492,Aspergillus neoflavipes,,137,7438099,
493,Aspergillus neoniveus,,137,7984018,
494,Aspergillus nidulans,,137,5260160,
495,Aspergillus niger,クロカビ,137,3465658,
496,Aspergillus nomiae,,137,10829691,
497,Aspergillus ochraceus,,137,5259807,
498,Aspergillus pallidofulvus,,137,7613989,
499,Aspergillus parasiticus,,137,5259869,
500,Aspergillus penicillioides,,137,5259984,
501,Aspergillus petrakii,,137,5259933,
502,Aspergillus primulinus,,137,5259768,
503,Aspergillus protuberus,,137,5259802,
504,Aspergillus pseudonomiae,,137,10687827,
505,Aspergillus pseudotamarii,,137,5488682,
506,Aspergillus pseudoviridinutans,,137,7973077,
507,Aspergillus puulaauensis,,137,7872074,
508,Aspergillus repens,,137,5259907,
509,Aspergillus restrictus,,137,5259866,
510,Aspergillus ruber,,137,5259965,
511,Aspergillus salviicola,,137,5259797,
512,Aspergillus sclerotiorum,,137,5259970,
513,Aspergillus sojae,,137,5259880,
514,Aspergillus spinulosus,,137,5260024,
515,Aspergillus sublatus,,137,5260169,
516,Aspergillus sublevisporus,,137,5259771,
517,Aspergillus tamarii,,137,5260043,
518,Aspergillus terreus,,137,5259838,
519,Aspergillus tonophilus,,137,5259964,
520,Aspergillus tubingensis,,137,5259931,
521,Aspergillus udagawae,,137,5259763,
522,Aspergillus viridinutans,,137,5259816,
523,Aspergillus welwitschiae,,137,9451041,
524,Aspergillus wentii,,137,5259918,
525,Aspergillus westerdijkiae,,137,5488970,
526,Chromocleista cinnabarina,,138,2597574,
527,Dendrosphaera eberhardtii,エダウチホコリタケモドキ,139,2597161,
528,Emericella sydowii,,140,12249721,
529,Emericella usta,,140,12182506,
530,Emericella versicolor,,140,12221741,
531,Eurotium herbariorum,カワキコウジカビ,141,2598066,
532,Hamigera avellanea,,142,5260113,
533,Leiothecium ellipsoideum,,143,2598350,
534,Neocarpenteles acanthosporum,,144,2564775,
535,Neosartorya clavata,,145,12262967,
536,Neosartorya fennelliae,,145,2597131,
537,Paecilomyces brunneolus,,146,3466733,
538,Paecilomyces dactylethromorphus,,146,2598196,
539,Paecilomyces formosus,,146,8004233,
540,Paecilomyces lagunculariae,,146,12003120,
541,Paecilomyces niveus,,146,2598334,
542,Paecilomyces penicillatus,,146,2598166,
543,Paecilomyces puntonii,,146,2598194,
544,Paecilomyces subglobosus,,146,3466759,
545,Paecilomyces variotii,,146,2598185,
546,Penicilliopsis clavariiformis,,147,2597156,
547,Penicilliopsis zonata,,147,9687450,
548,Penicillium abidjanum,,148,2597970,
549,Penicillium adametzii,,148,10749288,
550,Penicillium adametzioides,,148,2597907,
551,Penicillium aeneum,,148,5489040,
552,Penicillium allii-sativi,,148,8146576,
553,Penicillium aurantiogriseum,,148,2597954,
554,Penicillium bilaiae,,148,2597817,
555,Penicillium brasilianum,,148,5260060,
556,Penicillium brevicompactum,,148,2597936,
557,Penicillium cairnsense,,148,7841005,
558,Penicillium camemberti,,148,2597624,
559,Penicillium canescens,,148,2597714,
560,Penicillium capsulatum,,148,2597767,
561,Penicillium cavernicola,,148,5489143,
562,Penicillium chrysogenum,,148,3466349,
563,Penicillium citreonigrum,,148,2597594,
564,Penicillium citreovirens,,148,8291848,
565,Penicillium citrinum,,148,2597681,
566,Penicillium commune,,148,2597910,
567,Penicillium concentricum,,148,2597668,
568,Penicillium corylophilum,,148,2597689,
569,Penicillium crocicola,,148,5489611,
570,Penicillium cyaneum,,148,2597903,
571,Penicillium daleae,,148,10772256,
572,Penicillium decumbens,,148,2597979,
573,Penicillium derxii,,148,5489486,
574,Penicillium dierckxii,,148,2597723,
575,Penicillium digitatum,,148,2597892,
576,Penicillium discolor,,148,2597618,
577,Penicillium echinulatum,,148,4911012,
578,Penicillium expansum,,148,2597789,
579,Penicillium flavigenum,,148,2597615,
580,Penicillium fractum,,148,2597577,
581,Penicillium glabrum,,148,2597849,
582,Penicillium glandicola,,148,3465975,
583,Penicillium glaucoalbidum,,148,7864224,
584,Penicillium hennebertii,,148,8275646,
585,Penicillium herquei,,148,5820576,
586,Penicillium hirsutum,,148,6548601,
587,Penicillium indigoticum,,148,5489508,
588,Penicillium inusitatum,,148,2597880,
589,Penicillium italicum,,148,2597864,
590,Penicillium janczewskii,,148,10737715,
591,Penicillium javanicum,,148,2597797,
592,Penicillium jensenii,,148,10752040,
594,Penicillium lagena,,148,2597882,
595,Penicillium lapidosum,,148,2597661,
596,Penicillium lenticrescens,,148,8226288,
597,Penicillium limosum,,148,5489518,
598,Penicillium longisporum,,148,7818566,
599,Penicillium ludwigii,,148,2597821,
600,Penicillium magnielliptisporum,,148,7991354,
601,Penicillium malachiteum,,148,8246945,
602,Penicillium marinum,,148,5489150,
603,Penicillium melinii,,148,2597698,
604,Penicillium mimosinum,,148,2597721,
605,Penicillium nalgiovense,,148,2597693,
606,Penicillium nordicum,,148,5489141,
