id,scientific_name,japanese_name,family_id
1120,Phylloporia,,302
1121,Polystictus,,302
1122,Porodaedalea,,302
1123,Pseudoinonotus,,302
1124,Pyrrhoderma,,302
1125,Rigidonotus,,302
1126,Sanghuangporus,,302
1127,Tropicoporus,,302
1128,Tubulicrinis,,302
1129,Xanthoporia,,302
1130,Flammula,,303
1131,Galerina,,303
1132,Gymnopilus,,303
1133,Hebeloma,,303
1134,Hymenogaster,,303
1135,Naematoloma,,303
1136,Naucoria,,303
1137,Phaeocollybia,,303
1138,Psilocybe,,303
1139,Hyphoderma,,304
1140,Kneiffia,,304
1141,Metulodontia,,304
1142,Mutatoderma,,304
1143,Glutinomyces,,305
1144,Hyphodiscus,,305
1145,Venturiocistella,,305
1146,Hyphodontia,,306
1147,Kneiffiella,,306
1148,Acrostalagmus,,307
1149,Arachnocrea,,307
1150,Cladobotryum,,307
1151,Diplocladium,,307
1152,Hypocrea,,307
1153,Hypocreopsis,,307
1154,Hypomyces,,307
1155,Kiflimonium,,307
1156,Podostroma,,307
1157,Protocrea,,307
1158,Sphaerostilbella,,307
1159,Stephanoma,,307
1160,Syspastospora,,307
1161,Trichoderma,,307
1162,Discosphaerina,,308
1163,Hyponectria,,308
1164,Physalospora,,308
1165,Annulohypoxylon,,309
1166,Daldinia,,309
1167,Entonaema,,309
1168,Hypoxylon,,309
1169,Jackrogersella,,309
1170,Nodulisporium,,309
1171,Thamnomyces,,309
1172,Hysterangium,,310
1173,Gloniopsis,,311
1174,Hysterium,,311
1175,Hysterobrevium,,311
1176,Hysterographium,,311
1177,Oedohysterium,,311
1178,Dibaeis,,312
1179,Glossodium,,312
1180,Icmadophila,,312
1181,Pseudobaeomyces,,312
1182,Siphula,,312
1183,Thamnolia,,312
1184,Skeletocutis,,313
1185,Tyromyces,,313
1186,Induratia,,314
1187,Inocybe,アセタケ属,315
1188,Inosperma,,315
1189,Mallocybe,,315
1190,Pseudosperma,,315
1191,Byssomerulius,,316
1192,Ceriporia,,316
1193,Efibula,,316
1194,Gloeoporus,,316
1195,Irpex,,316
1196,Leptoporus,,316
1197,Meruliopsis,,316
1198,Resiniporus,,316
1199,Trametopsis,,316
1200,Vitreoporus,,316
1201,Ischnoderma,,317
1202,Jianyunia,,318
1203,Juglanconis,,319
1204,Khaleijomyces,,320
1205,Karstenella,,321
1206,Coemansia,,322
1207,Mycoemilia,,322
1208,Myconymphaea,,322
1209,Pinnaticoemansia,,322
1210,Ramicandelaber,,322
1211,Unguispora,,322
1212,Kirschsteiniothelia,,323
1213,Solicorynespora,,323
1214,Bensingtonia,,324
1215,Kondoa,,324
1216,Libkindia,,325
1217,Meredithblackwellia,,325
1218,Phenoliferia,,325
1219,Yamadamyces,,325
1220,Aporomyces,,326
1221,Cucujomyces,,326
1222,Eucantharomyces,,326
1223,Hesperomyces,,326
1224,Laboulbenia,,326
1225,Rickia,,326
1226,Albotricha,,327
1227,Belonidium,,327
1228,Brunnipila,,327
1229,Capitotricha,,327
1230,Dasyscyphella,,327
1231,Dasyscyphus,,327
1232,Erinella,,327
1233,Erioscyphella,,327
1234,Incrucipulum,,327
1235,Lachnellula,,327
1236,Lachnum,,327
1237,Neodasyscypha,,327
1238,Proliferodiscus,,327
1239,Trichopeziza,,327
1240,Trichoscyphella,,327
1241,Scytinostromella,,328
1242,Laetiporus,ニワトリタケ属,329
1243,Phaeolus,,329
1244,Wolfiporiella,,329
1245,Apiosordaria,,330
1246,Diffractella,,330
1247,Lasiosphaeria,,330
1248,Mammaria,,330
1249,Naemaspora,,330
1250,Zopfiella,,330
1251,Pseudoasteromassaria,,331
1252,Lauriomyces,,332
1253,Laurobasidium,,333
1254,Alyxoria,,334
1255,Clauzadeana,,335
1256,Glaucomaria,,335
1257,Huea,,335
1258,Japewia,,335
1259,Lecanora,,335
1260,Lecidella,,335
1261,Miriquidica,,335
1262,Myriolecis,,335
1263,Omphalodina,,335
1264,Protoparmeliopsis,,335
1265,Straminella,,335
1266,Amygdalaria,,336
1267,Bryobilimbia,,336
1268,Farnoldia,,336
1269,Lecidea,,336
1270,Porpidia,,336
1271,Caudomyces,,337
1272,Pennella,,337
1273,Trichozygospora,,337
1274,Lembosina,,338
1275,Lentamyces,,339
1276,Hydnocristella,,340
1277,Kavinia,,340
1278,Lentaria,,340
1279,Aquilomyces,,341
1280,Katumotoa,,341
1281,Keissleriella,,341
1282,Lentithecium,,341
1283,Neoophiosphaerella,,341
1284,Setoseptoria,,341
1285,Tingoldiago,,341
1286,Lentomitella,,342
1287,Lentoporia,,343
1288,Alatospora,,344
1289,Chlorencoilia,,344
1290,Flagellospora,,344
1291,Leotia,,344
1292,Microglossum,,344
1293,Lepidostroma,,345
1294,Sulzbacheromyces,,345
1295,Leprocaulon,,346
1296,Leptodontidium,,347
1297,Leptosphaeria,,348
1298,Longiseptatispora,,348
1299,Paraleptosphaeria,,348
1300,Plenodomus,,348
1301,Letrouitia,,349
1302,Leucosporidium,,350
1303,Lichenoconium,,351
1304,Ephebe,,352
1305,Gonohymenia,,352
1306,Lichinella,,352
1307,Paulia,,352
1308,Peccania,,352
1309,Phylliscum,,352
1310,Synalissa,,352
1311,Thyrea,,352
1312,Lichtheimia,,353
1313,Rhizomucor,,353
1314,Limnoperdon,,354
1315,Aquimassariosphaeria,,355
1316,Lindgomyces,,355
1317,Lineolata,,356
1318,Babjevia,,357
1319,Lipomyces,,357
1320,Myxozyma,,357
1321,Dendriscosticta,,358
1322,Lobaria,,358
1323,Lobarina,,358
1324,Pseudocyphellaria,,358
1325,Ricasolia,,358
1326,Sticta,,358
1327,Yoshimuriella,,358
1328,Clydaea,,359
1329,Lobulomyces,,359
1330,Crassiperidium,,360
1331,Pseudoxylomyces,,361
1332,Lopadium,,362
1333,Creosphaeria,,363
1334,Lopadostoma,,363
1335,Capulatispora,,364
1336,Crassiclypeus,,364
1337,Lentistoma,,364
1338,Leptoparies,,364
1339,Lophionema,,364
1340,Lophiopoacea,,364
1341,Lophiostoma,,364
1342,Lophiotrema,,364
1343,Muroia,,364
1344,Neovaginatispora,,364
1345,Parapaucispora,,364
1346,Paucispora,,364
1347,Platystomum,,364
1348,Pseudolophiostoma,,364
1349,Pseudopaucispora,,364
1350,Quintaria,,364
1351,Sigarispora,,364
1352,Atrocalyx,,365
1353,Crassimassarina,,365
1354,Cryptoclypeus,,365
1355,Galeaticarpa,,365
1356,Pseudocryptoclypeus,,365
1357,Kohlmeyeriella,,366
1358,Lindra,,366
1359,Lulwoana,,366
1360,Lulwoidea,,366
1361,Apioperdon,,367
1362,Bovista,,367
1363,Bovistella,,367
1364,Bryoperdon,,367
1365,Calvatia,オニフスベ属,367
1366,Langermannia,,367
1367,Morganella,,367
1368,Asterophora,,368
1369,Calocybe,,368
1370,Gerhardtia,,368
1371,Hypsizygus,ブナシメジ属,368
1372,Lyophyllum,シメジ属,368
1373,Ossicaulis,,368
1374,Sagaranella,,368
1375,Tephrocybe,,368
1376,Termitomyces,,368
1377,Macrocystidia,,369
1378,Buergenerula,,370
1379,Clasterosporium,,370
1380,Gaeumannomyces,,370
1381,Mycoleptodiscus,,370
1382,Nakataea,,370
1383,Utrechtiana,,370
1384,Malassezia,,371
1385,Malmidea,,372
1386,Amyloflagellula,,373
1387,Baeospora,,373
1388,Calyptella,,373
1389,Campanella,,373
1390,Chaetocalathus,,373
1391,Clitocybula,,373
1392,Crinipellis,,373
1393,Gerronema,,373
1394,Glabrocyphella,,373
1395,Henningsomyces,,373
1396,Lactocollybia,,373
1397,Marasmius,,373
1398,Moniliophthora,,373
1399,Pleurocybella,,373
1400,Rectipilus,,373
1401,Tetrapyrgos,,373
1402,Trogia,,373
1403,Cyclaneusma,,374
1404,Marthamyces,,374
1405,Propolis,,374
1406,Leptochidium,,375
1407,Massalongia,,375
1408,Polychidium,,375
1409,Decaisnella,,376
1410,Massaria,,376
1411,Exosporium,,377
1412,Helminthosporium,,377
1413,Massarina,,377
1414,Massarinula,,377
1415,Pseudosplanchnonema,,377
1416,Vaginatispora,,377
1417,Bombyliospora,,378
1418,Megaloblastenia,,378
1419,Megalospora,,378
1420,Aspicilia,,379
1421,Lobothallia,,379
1422,Melampsora,,380
1423,Dicarpella,,381
1424,Macrodiaporthe,,381
1425,Melanconis,,381
1426,Melanconium,,381
1427,Pseudovalsella,,381
1428,Stegonsporium,,381
1429,Paraphomopsis,,382
1430,Alpinaria,,383
1431,Beverwykella,,383
1432,Byssosphaeria,,383
1433,Camposporium,,383
1434,Caryosporella,,383
1435,Herpotrichia,,383
1436,Javaria,,383
1437,Melanomma,,383
1438,Phragmocephala,,383
1439,Pleotrichocladium,,383
1440,Pseudotrichia,,383
1441,Sarimanas,,383
1442,Seifertia,,383
1443,Sporidesmiella,,383
1444,Melanotaenium,,384
1445,Melaspilea,,385
1446,Amazonia,,386
1447,Appendiculella,,386
1448,Asteridiella,,386
1449,Haraea,,386
1450,Meliola,,386
1451,Meliolina,,387
1452,Melogramma,,388
1453,Meripilus,,389
1454,Rigidoporus,,389
1455,Aegerita,,390
1456,Aurantiporus,,390
1457,Bulbillomyces,,390
1458,Ceriporiopsis,,390
1459,Climacodon,,390
1460,Crustodontia,,390
1461,Donkia,,390
1462,Hermanssonia,,390
1463,Hydnophanerochaete,,390
1464,Hydnophlebia,,390
1465,Hypochnicium,,390
1466,Irpiciporus,,390
1467,Mycoacia,,390
1468,Mycoleptodonoides,,390
1469,Pappia,,390
1470,Phlebia,,390
1471,Physisporinus,,390
1472,Sarcodontia,,390
1473,Scopuloides,,390
1474,Spongipellis,,390
1475,Metacapnodium,,391
1476,Protoventuria,,391
1477,Clavispora,,392
1478,Metschnikowia,,392
1479,Acaulium,,393
1480,Canariomyces,,393
1481,Cephalotrichum,,393
1482,Gamsia,,393
1483,Graphium,,393
1484,Lophotrichus,,393
1485,Microascus,,393
1486,Parascedosporium,,393
1487,Petriella,,393
1488,Pseudallescheria,,393
1489,Scedosporium,,393
1490,Scopulariopsis,,393
1491,Wardomycopsis,,393
1492,Kalmanago,,394
1493,Microbotryum,,394
1494,Sphacelotheca,,394
1495,Microcalicium,,395
1496,Idriella,,396
1497,Dictyothyrina,,397
1498,Micropeltella,,397
1499,Stigmatodothis,,397
1500,Stomiopeltis,,397
1501,Microstroma,,398
1502,Sympodiomycopsis,,398
1503,Antidactylaria,,399
1504,Asterinella,,399
1505,Hidakaea,,399
1506,Isthmospora,,399
1507,Phragmothyrium,,399
1508,Trichothyriella,,399
1509,Blastospora,,400
1510,Milesina,,401
1511,Minutisphaera,,402
1512,Mixia,,403
1513,Mniaecia,,404
1514,Mollisia,,405
1515,Phialocephala,,405
1516,Tapesia,,405
1517,Trichobelonium,,405
1518,Basipetospora,,406
1519,Monascus,,406
1520,Xeromyces,,406
1521,Moniliella,,407
1522,Anisomeridium,,408
1523,Trypetheliopsis,,408
1524,Disciotis,,409
1525,Imaia,,409
1526,Leucangium,,409
1527,Morchella,アミガサタケ属,409
1528,Verpa,,409
1529,Aquihelicascus,,410
1530,Clypeoloculus,,410
1531,Morosphaeria,,410
1532,Neohelicascus,,410
1533,Actinomortierella,,411
1534,Dissophora,,411
1535,Entomortierella,,411
1536,Gryganskiella,,411
1537,Linnemannia,,411
1538,Lunasporangiospora,,411
1539,Modicella,,411
1540,Mortierella,,411
1541,Podila,,411
1542,Itersonilia,,412
1543,Krasilnikovozyma,,412
1544,Mrakia,,412
1545,Phaffia,,412
1546,Tausonia,,412
1547,Udeniomyces,,412
1548,Xanthophyllomyces,,412
1549,Chaetocladium,,413
1550,Dicranophora,,413
1551,Helicostylum,,413
1552,Mucor,,413
1553,Pilaira,,413
1554,Sporodiniella,,413
1555,Thamnidium,,413
1556,Leptodiscella,,414
1557,Atheniella,,415
1558,Cruentomycena,,415
1559,Favolaschia,,415
1560,Filoboletus,,415
1561,Heimiomyces,,415
1562,Hemimycena,,415
1563,Hydropus,,415
1564,Mycena,,415
1565,Panellus,,415
1566,Resinomycena,,415
1567,Roridomyces,,415
1568,Tectella,,415
1569,Xeromphalina,,415
1570,Chaenothecopsis,,416
1571,Mycocalicium,,416
1572,Phaeocalicium,,416
1573,Stenocybe,,416
1574,Asperisporium,,417
1575,Cercospora,,417
1576,Cercosporella,,417
1577,Cercosporidium,,417
1578,Cercosporina,,417
1579,Chuppomyces,,417
1580,Clarohilum,,417
1581,Collapsimycopappus,,417
1582,Distocercospora,,417
1583,Distocercosporaster,,417
1584,Dothistroma,,417
1585,Eriocercosporella,,417
1586,Euryachora,,417
1587,Fulvia,,417
1588,Fusoidiella,,417
1589,Geastrumia,,417
1590,Graminopassalora,,417
1591,Isariopsis,,417
1592,Lecanosticta,,417
1593,Melanodothis,,417
1594,Miuraea,,417
1595,Mycosphaerella,,417
1596,Mycovellosiella,,417
1597,Neocercospora,,417
1598,Neophloeospora,,417
1599,Neopseudocercosporella,,417
1600,Nothopassalora,,417
1601,Passalora,,417
1602,Phaeoisariopsis,,417
1603,Phaeoramularia,,417
1604,Pluripassalora,,417
1605,Plurivorosphaerella,,417
1606,Polythrincium,,417
1607,Pruniphilomyces,,417
1608,Pseudocercospora,,417
1609,Pseudocercosporella,,417
1610,Ragnhildiana,,417
1611,Ramichloridium,,417
1612,Ramularia,,417
1613,Rhabdospora,,417
1614,Rosisphaerella,,417
1615,Septocylindrium,,417
1616,Septogloeum,,417
1617,Septoria,,417
1618,Sphaerellothecium,,417
1619,Sphaerulina,,417
1620,Stigmidium,,417
1621,Stigmina,,417
1622,Trochophora,,417
1623,Zasmidium,,417
1624,Zymoseptoria,,417
1625,Mycotypha,,418
1626,Myriangium,,419
1627,Myrmecridium,,420
1628,Emericellopsis,,421
1629,Trichothecium,,421
1630,Lophium,,422
1631,Pseudocamaropycnis,,422
1632,Taeniolella,,422
1633,Myxotrichum,,423
1634,Oidiodendron,,423
1635,Naematelia,,424
1636,Tomasellia,,425
1637,Pseudorhypophila,,426
1638,Acremoniopsis,,427
1639,Albonectria,,427
1640,Atractium,,427
1641,Bisifusarium,,427
1642,Calonectria,,427
1643,Campylospora,,427
1644,Chaetopsina,,427
1645,Chaetopsinectria,,427
1646,Ciliciopodium,,427
1647,Cinnamomeonectria,,427
1648,Coccinonectria,,427
1649,Corallomycetella,,427
1650,Corinectria,,427
1651,Cosmospora,,427
1652,Cylindrocarpon,,427
1653,Cylindrocladiella,,427
1654,Cylindrodendrum,,427
1655,Dactylonectria,,427
1656,Dialonectria,,427
1657,Fusarium,,427
1658,Fusicolla,,427
1659,Fusidium,,427
1660,Geejayessia,,427
1661,Gibberella,,427
1662,Gliocephalotrichum,,427
1663,Gliocladiopsis,,427
1664,Hydropisphaera,,427
1665,Ilyonectria,,427
1666,Lisea,,427
1667,Macronectria,,427
1668,Mariannaea,,427
1669,Microcera,,427
1670,Nectria,,427
1671,Nectricladiella,,427
1672,Neocosmospora,,427
1673,Neonectria,,427
1674,Ophionectria,,427
1675,Penicillifer,,427
1676,Pseudocosmospora,,427
1677,Rugonectria,,427
1678,Sarcopodium,,427
1679,Scolecofusarium,,427
1680,Stylonectria,,427
1681,Thelonectria,,427
1682,Tubercularia,,427
1683,Tumenectria,,427
1684,Neoantrodiella,,428
1685,Neocamarosporium,,429
1686,Brevicollum,,430
1687,Crassiparies,,430
1688,Neolecta,,431
1689,Neophysopella,,432
1690,Neopyrenochaeta,,433
1691,Apodus,,434
1692,Cercophora,,434
1693,Jugulospora,,434
1694,Nephroma,,435
1695,Flagelloscypha,,436
1696,Halocyphina,,436
1697,Lachnella,,436
1698,Merismodes,,436
1699,Nia,,436
1700,Peyronelina,,436
1701,Crucibulum,,437
1702,Melanopsamma,,438
1703,Miyakeomyces,,438
1704,Niesslia,,438
1705,Melanoporia,,439
1706,Nigrofomes,,439
1707,Nigrograna,,440
1708,Acanthonitschkea,,441
1709,Fracchiaea,,441
1710,Nitschkia,,441
1711,Nowakowskiella,,442
1712,Ochrolechia,,443
1713,Ochropsora,,444
1714,Beloniella,,445
1715,Olpidium,,446
1716,Anthracophyllum,,447
1717,Collybiopsis,,447
1718,Connopus,,447
1719,Gymnopus,,447
1720,Lentinula,シイタケ属,447
1721,Marasmiellus,,447
1722,Micromphale,,447
1723,Mycetinis,,447
1724,Neonothopanus,,447
1725,Omphalotus,,447
1726,Rhodocollybia,,447
1727,Setulipes,,447
1728,Amauroascus,,448
1729,Aphanoascus,,448
1730,Chrysosporium,,448
1731,Coccidioides,,448
1732,Keratinophyton,,448
1733,Onygena,,448
1734,Ophidiomyces,,448
1735,Cresponea,,449
1736,Fouragea,,449
1737,Nyungwea,,449
1738,Opegrapha,,449
1739,Ophioceras,,450
1740,Albophoma,,451
1741,Elaphocordyceps,,451
1742,Hirsutella,,451
1743,Hymenostilbe,,451
1744,Ophiocordyceps,,451
1745,Paraisaria,,451
1746,Perennicordyceps,,451
1747,Pleurocordyceps,,451
1748,Polycephalomyces,,451
1749,Purpureocillium,,451
1750,Tolypocladium,,451
1751,Hypocenomyce,,452
1752,Ophioparma,,452
1753,Ceratocystiopsis,,453
1754,Dryadomyces,,453
1755,Esteya,,453
1756,Graphilbum,,453
1757,Leptographium,,453
1758,Raffaelea,,453
1759,Sporothrix,,453
1760,Arthrobotrys,,454
1761,Dactylella,,454
1762,Dicranidion,,454
1763,Hyalorbilia,,454
1764,Orbilia,,454
1765,Retiarius,,454
1766,Orphella,,455
1767,Otidea,,456
1768,Oxyporus,,457
1769,Cymatoderma,,458
1770,Panus,,458
1771,Erioderma,,459
1772,Fuscopannaria,,459
1773,Gibbosporina,,459
1774,Kroswia,,459
1775,Lepidocollema,,459
1776,Leptogidium,,459
1777,Pannaria,,459
1778,Parmeliella,,459
1779,Physma,,459
1780,Protopannaria,,459
1781,Psoroma,,459
1782,Santessoniella,,459
1783,Staurolemma,,459
1784,Steineropsis,,459
1785,Aquastroma,,460
1786,Parabambusicola,,460
1787,Paraglomus,,461
1788,Parasympodiella,,462
1789,Alectoria,,463
1790,Anzia,,463
1791,Arctoparmelia,,463
1792,Asahinea,,463
1793,Bryocaulon,,463
1794,Bryoria,,463
1795,Bulbothrix,,463
1796,Canoparmelia,,463
1797,Cetraria,,463
1798,Cetrariella,,463
1799,Cetrariopsis,,463
1800,Cetrelia,,463
1801,Cetreliopsis,,463
1802,Cornicularia,,463
1803,Dolichousnea,,463
1804,Eumitria,,463
1805,Evernia,,463
1806,Flavoparmelia,,463
1807,Flavopunctelia,,463
1808,Gowardia,,463
1809,Hypogymnia,,463
1810,Hypotrachyna,,463
1811,Imshaugia,,463
1812,Letharia,,463
1813,Lethariella,,463
1814,Melanelia,,463
1815,Melanelixia,,463
1816,Melanohalea,,463
1817,Menegazzia,,463
1818,Montanelia,,463
1819,Myelochroa,,463
1820,Nephromopsis,,463
1821,Nipponoparmelia,,463
1822,Oropogon,,463
1823,Parmelia,,463
1824,Parmelina,,463
1825,Parmelinella,,463
1826,Parmeliopsis,,463
1827,Parmotrema,,463
1828,Platismatia,,463
1829,Protoparmelia,,463
1830,Pseudephebe,,463
1831,Pseudevernia,,463
1832,Punctelia,,463
1833,Relicina,,463
1834,Rimelia,,463
1835,Sulcaria,,463
1836,Tuckermannopsis,,463
1837,Tuckermanopsis,,463
1838,Tuckneraria,,463
1839,Usnea,,463
1840,Usnocetraria,,463
1841,Vulpicida,,463
1842,Xanthoparmelia,,463
1843,Parmularia,,464
1844,Parodiella,,465
1845,Dimerium,,466
1846,Patellaria,,467
1847,Rhytidhysteron,,467
1848,Gyrodon,,468
1849,Meiorganum,,468
1850,Melanogaster,,468
1851,Paxillus,,468
1852,Emmanuelia,,469
1853,Peltigera,,469
1854,Solorina,,469
1855,Peltula,,470
1856,Asterostroma,,471
1857,Baltazaria,,471
1858,Dichostereum,,471
1859,Lachnocladium,,471
1860,Peniophora,,471
1861,Scytinostroma,,471
1862,Vararia,,471
1863,Periconia,,472
1864,Parodiopsis,,473
1865,Lepra,,474
1866,Pertusaria,,474
1867,Porina,,474
1868,Sagedia,,474
1869,Segestria,,474
1870,Verseghya,,474
1871,Ciliochorella,,475
1872,Neopestalotiopsis,,475
1873,Pestalotia,,475
1874,Pestalotiopsis,,475
1875,Pseudopestalotiopsis,,475
1876,Seiridium,,475
1877,Adelphella,,476
1878,Chromelosporium,,476
1879,Daleomyces,,476
1880,Iodophanus,,476
1881,Legaliana,,476
1882,Luteoamylascus,,476
1883,Malvipezia,,476
1884,Marcelleina,,476
1885,Oedocephalum,,476
1886,Ostracoderma,,476
1887,Pachyella,,476
1888,Pachyphlodes,,476
1889,Paragalactinia,,476
1890,Peziza,,476
1891,Phylloscypha,,476
1892,Plicariella,,476
1893,Allophylaria,,477
1894,Calycellina,,477
1895,Calycina,,477
1896,Chalara,,477
1897,Gemmina,,477
1898,Mollisina,,477
1899,Psilachnum,,477
1900,Setoscypha,,477
1901,Phacidium,,478
1902,Phaeochora,,479
1903,Lichenostigma,,480
1904,Ampelomyces,,481
1905,Chaetosphaeronema,,481
1906,Eudarluca,,481
1907,Hadrospora,,481
1908,Hawksworthiana,,481
1909,Hendersonia,,481
1910,Metameris,,481
1911,Neosetophoma,,481
1912,Nodulosphaeria,,481
1913,Ophiobolus,,481
1914,Ophiosphaerella,,481
1915,Paraphoma,,481
1916,Phaeoseptoria,,481
1917,Phaeosphaeria,,481
1918,Phaeosphaeriopsis,,481
1919,Piniphoma,,481
1920,Saccharicola,,481
1921,Sclerostagonospora,,481
1922,Septoriella,,481
1923,Setomelanomma,,481
1924,Setophoma,,481
1925,Sphaerellopsis,,481
1926,Stagonospora,,481
1927,Gelidatrema,,482
1928,Phaeotrichum,,483
1929,Cyberlindnera,,484
1930,Starmera,,484
1931,Cerotelium,,485
1932,Kweilingia,,485
1933,Monosporidium,,485
1934,Nothoravenelia,,485
1935,Phakopsora,,485
1936,Pucciniostele,,485
1937,Aseroe,,486
1938,Blumenavia,,486
1939,Clathrus,,486
1940,Ileodictyon,,486
1941,Jansia,,486
1942,Laternea,,486
1943,Lysurus,,486
1944,Mutinus,,486
1945,Phallus,スッポンタケ属,486
1946,Protuberella,,486
1947,Pseudocolus,,486
1948,Protubera,,487
1949,Atheliachaete,,488
1950,Bjerkandera,,488
1951,Hapalopilus,,488
1952,Inflatostereum,,488
1953,Phaeophlebiopsis,,488
1954,Phanerina,,488
1955,Phanerochaete,,488
1956,Phanerodontia,,488
1957,Phlebiopsis,,488
1958,Porostereum,,488
1959,Rhizochaete,,488
1960,Terana,,488
1961,Helicogloea,,489
1962,Phleogena,,489
1963,Phlyctis,,490
1964,Phomatospora,,491
1965,Arthuriomyces,,492
1966,Gerwasia,,492
1967,Hamaspora,,492
1968,Kuehneola,,492
1969,Phragmidium,,492
1970,Phragmotelium,,492
1971,Xenodochus,,492
1972,Phycomyces,,493
1973,Spinellus,,493
1974,Bagnisiopsis,,494
1975,Catacauma,,494
1976,Coccodiella,,494
1977,Endodothella,,494
1978,Phyllachora,,494
1979,Polystigma,,494
1980,Rehmiodothis,,494
1981,Trabutiella,,494
1982,Guignardia,,495
1983,Phyllosticta,,495
1984,Phyllostictina,,495
1985,Phyllotopsis,,496
1986,Anastrophella,,497
1987,Armillaria,ナラタケ属,497
1988,Cibaomyces,,497
1989,Cryptomarasmius,,497
1990,Cylindrobasidium,,497
1991,Cyptotrama,,497
1992,Desarmillaria,,497
1993,Flammulina,エノキタケ属,497
1994,Gloiocephala,,497
1995,Hymenopellis,,497
1996,Mucidula,,497
1997,Oudemansiella,,497
1998,Paraxerula,,497
1999,Physalacria,,497
2000,Ponticulomyces,,497
2001,Rhodotus,,497
2002,Strobilurus,,497
2003,Xerula,,497
2004,Anaptychia,,498
2005,Heterodermia,,498
2006,Huriopsis,,498
2007,Hyperphyscia,,498
2008,Johnsheardia,,498
2009,Kashiwadia,,498
2010,Klauskalbia,,498
2011,Kurokawia,,498
2012,Leucodermia,,498
2013,Mischoblastia,,498
2014,Phaeophyscia,,498
2015,Physcia,,498
2016,Physciella,,498
2017,Physconia,,498
2018,Poeltonia,,498
2019,Polyblastidium,,498
2020,Rinodina,,498
2021,Physoderma,,499
2022,Nakazawaea,,500
2023,Pileolaria,,501
2024,Pilobolus,,502
2025,Piptocephalis,,504
2026,Syncephalis,,504
2027,Piskurozyma,,505
2028,Solicoccozyma,,505
2029,Achroceratosphaeria,,506
2030,Placynthium,,507
2031,Planistromella,,508
2032,Glomopsis,,509
2033,Platygloea,,509
2034,Gibellulopsis,,510
2035,Musicillium,,510
2036,Musidium,,510
2037,Paragibellulopsis,,510
2038,Plectosphaerella,,510
2039,Sodiomyces,,510
2040,Verticillium,,510
2041,Asteromassaria,,511
2042,Pleomassaria,,511
2043,Prosthemium,,511
2044,Scolicosporium,,511
2045,Splanchnonema,,511
2046,Pleohelicoon,,512
2047,Alternaria,,513
2048,Alternariaster,,513
2049,Asteromyces,,513
2050,Bipolaris,,513
2051,Cochliobolus,,513
2052,Curvularia,,513
2053,Decorospora,,513
2054,Drechslera,,513
2055,Exserohilum,,513
2056,Paradendryphiella,,513
2057,Pleospora,,513
2058,Pyrenophora,,513
2059,Stemphylium,,513
2060,Typhicola,,513
2061,Wettsteinina,,513
2062,Venustampulla,,514
2063,Pleurostoma,,515
2064,Hohenbuehelia,,516
2065,Nothopanus,,516
2066,Pleurotus,ヒラタケ属,516
2067,Resupinatus,,516
2068,Pleurothecium,,517
2069,Rhexoacrodictys,,517
2070,Cadophora,,518
2071,Cylindrosporium,,518
2072,Mycochaetophora,,518
2073,Neospermospora,,518
2074,Oculimacula,,518
2075,Pyrenopeziza,,518
2076,Rhynchobrunnera,,518
2077,Rhynchosporium,,518
2078,Pluteus,,519
2079,Volvariella,,519
2080,Volvopluteus,,519
2081,Podonectria,,520
2082,Abortiporus,,521
2083,Podoscypha,,521
2084,Cladorrhinum,,522
2085,Podospora,,522
2086,Triangularia,,522
2087,Abundisporus,,523
2088,Amauroderma,,523
2089,Cellulariella,,523
2090,Cerioporus,,523
2091,Coriolopsis,,523
2092,Coriolus,,523
2093,Cryptoporus,,523
2094,Cubamyces,,523
2095,Cyanosporus,,523
2096,Daedaleopsis,,523
2097,Dichomitus,,523
2098,Diplomitoporus,,523
2099,Earliella,,523
2100,Echinochaete,,523
2101,Epithele,,523
2102,Erastia,,523
2103,Fabisporus,,523
2104,Favolus,,523
2105,Fomes,,523
2106,Fomitella,,523
2107,Funalia,,523
2108,Ganoderma,マンネンタケ属,523
2109,Grammothele,,523
2110,Haploporus,,523
2111,Hexagonia,,523
2112,Hornodermoporus,,523
2113,Laccocephalum,,523
2114,Lentinus,,523
2115,Lenzites,,523
2116,Lopharia,,523
2117,Loweporus,,523
2118,Mariorajchenbergia,,523
2119,Megasporia,,523
2120,Megasporoporia,,523
2121,Melanoderma,,523
2122,Microporellus,,523
2123,Microporus,,523
2124,Neofavolus,,523
2125,Neofomitella,,523
2126,Pachykytospora,,523
2127,Perenniporia,,523
2128,Perenniporiopsis,,523
2129,Picipes,,523
2130,Podofomes,,523
2131,Polyporus,,523
2132,Poria,,523
2133,Poriella,,523
2134,Porogramme,,523
2135,Poronidulus,,523
2136,Pseudofavolus,,523
2137,Rhodonia,,523
2138,Royoporus,,523
2139,Theleporus,,523
2140,Tinctoporellus,,523
2141,Tomophagus,,523
2142,Trachyderma,,523
2143,Trametes,カワラタケ属,523
2144,Truncospora,,523
2145,Vanderbylia,,523
2146,Yuchengia,,523
2147,Dothidella,,524
2148,Pseudosagedia,,525
2149,Hydropodia,,526
2150,Phloeomana,,526
2151,Porotheleum,,526
2152,Pseudohydropus,,526
2153,Saitoella,,527
2154,Candolleomyces,,528
2155,Coprinellus,,528
2156,Coprinopsis,ヒトヨタケ属,528
2157,Cystoagaricus,,528
2158,Homophron,,528
2159,Kauffmania,,528
