taxon_key,species_key,scientific_name,source,name
2532472,2532472,Collybia tuberosa (Bull.) P.Kumm.,gbif,ヤグラタケモドキ
2532719,2532720,Leucopaxillus giganteus (Sowerby) Singer,gbif,オオイチョウタケ
2532720,2532720,Aspropaxillus giganteus (Sowerby) Kühner & Maire,gbif,オオイチョウタケ
2532835,2532835,"Arrhenia epichysium (Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys",db,ヒダサカズキタケ
2532835,2532835,"Arrhenia epichysium (Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys",gbif,ヒダサカズキタケ
2532903,2532903,Gloeostereum incarnatum S.Ito & S.Imai,db,ニカワウロコタケ
2532903,2532903,Gloeostereum incarnatum S.Ito & S.Imai,gbif,ニカワウロコタケ
2532931,2532931,Granulobasidium vellereum (Ellis & Cragin) Jülich,db,ワタゲオオコウヤクタケ
2532931,2532931,Granulobasidium vellereum (Ellis & Cragin) Jülich,gbif,ワタゲオオコウヤクタケ
2532944,2532944,Chondrostereum purpureum (Pers.) Pouzar,db,ムラサキウロコタケ
2532944,2532944,Chondrostereum purpureum (Pers.) Pouzar,gbif,ムラサキウロコタケ
2532947,2532944,Stereum rugosiusculum Berk. & M.A.Curtis,db,ムラサキウロコタケ
2532947,2532944,Stereum rugosiusculum Berk. & M.A.Curtis,gbif,ムラサキウロコタケ
2532949,2532944,Stereum nipponicum Lloyd,db,ムラサキウロコタケ
2532949,2532944,Stereum nipponicum Lloyd,gbif,ムラサキウロコタケ
2532959,2532944,Stereum purpureum Pers.,db,ムラサキウロコタケ
2532959,2532944,Stereum purpureum Pers.,gbif,ムラサキウロコタケ
2533034,2533034,Hebeloma sacchariolens Quél.,db,ヒメワカフサタケ
2533034,2533034,Hebeloma sacchariolens Quél.,gbif,ヒメワカフサタケ
2533043,2533043,Hebeloma crustuliniforme (Bull.) Quél.,db,オオワカフサタケ
2533043,2533043,Hebeloma crustuliniforme (Bull.) Quél.,gbif,オオワカフサタケ
2533054,2533054,Hebeloma vinosophyllum Hongo,db,アカヒダワカフサタケ
2533054,2533054,Hebeloma vinosophyllum Hongo,gbif,アカヒダワカフサタケ
2533062,2533062,Hebeloma mesophaeum (Pers.) Quél.,db,ワカフサタケ
2533062,2533062,Hebeloma mesophaeum (Pers.) Quél.,gbif,ワカフサタケ
2533079,2533079,Hebeloma radicosum (Bull.) Ricken,db,ナガエノスギタケ
2533079,2533079,Hebeloma radicosum (Bull.) Ricken,gbif,ナガエノスギタケ
2533170,2533170,Agrocybe arvalis (Fr.) Singer,db,タマムクエタケ
2533175,9050242,Agrocybe semiorbicularis (Bull.) Fayod,db,ハタケキノコ
2533175,9050242,Agrocybe semiorbicularis (Bull.) Fayod,gbif,ハタケキノコ
2533192,8191641,Pholiota erebia (Fr.) Gillet,gbif,ツチナメコ
2533193,8138987,Agrocybe cylindracea (DC.) Maire,gbif,ヤナギマツタケ
2533193,8138987,Agrocybe cylindracea (DC.) Maire,gbif,柳松茸
2533222,8997022,Pholiota praecox (Pers.) P.Kumm.,db,フミヅキタケ
2533222,8997022,Pholiota praecox (Pers.) P.Kumm.,gbif,フミヅキタケ
2533227,2533227,Agrocybe paludosa (J.E.Lange) Kühner & Romagn. ex Bon,db,コフミヅキタケ
2533306,8259749,Stropharia semiglobata (Batsch) Quél.,gbif,キバフンタケ
2533306,8259749,Stropharia semiglobata (Batsch) Quél.,gbif,シコンマンジュウガサ
2533347,2533347,Stropharia rugosoannulata Farl. ex Murrill,db,キサケツバタケ
2533347,2533347,Stropharia rugosoannulata Farl. ex Murrill,gbif,サケツバタケ
2533359,2533359,Stropharia aeruginosa (Curtis) Quél.,db,モエギタケ
2533359,2533359,Stropharia aeruginosa (Curtis) Quél.,gbif,モエギタケ
2533365,2533365,Stropharia hornemannii (Fr.) S.Lundell & Nannf.,db,ツヅレタケ
2533365,2533365,Stropharia hornemannii (Fr.) S.Lundell & Nannf.,gbif,ツヅレタケ
2533409,2533409,Hypholoma marginatum J.Schröt.,db,アシボソクリタケ
2533409,2533409,Hypholoma marginatum J.Schröt.,gbif,アシボソクリタケ
2533422,2533424,Naematoloma sublateritium (Fr.) P.Karst.,gbif,クリタケ
2533424,2533424,Hypholoma lateritium (Schaeff.) P.Kumm.,gbif,クリタケ
2533439,2533439,Hypholoma capnoides (Fr.) P.Kumm.,db,クリタケモドキ
2533439,2533439,Hypholoma capnoides (Fr.) P.Kumm.,gbif,クリタケモドキ
2533443,2533439,Naematoloma capnoides (Fr.) P.Karst.,db,クリタケモドキ
2533443,2533439,Naematoloma capnoides (Fr.) P.Karst.,gbif,クリタケモドキ
2533477,2533475,Naematoloma dispersum (Quél.) P.Karst.,db,アシボソクリタケ
2533669,2533669,Gymnopilus sapineus (Fr.) Murrill,gbif,キツムタケ
2533674,2533674,Gymnopilus junonius (Fr.) P.D.Orton,gbif,オオワライタケ
2533677,2533677,Gymnopilus spectabilis (Fr.) Singer,db,オオワライタケ
2533681,2533674,Pholiota spectabilis (Weinm.) P.Kumm.,gbif,オオワライタケ
2533692,2533692,Gymnopilus penetrans (Fr.) Murrill,db,キツムタケ
2533692,2533692,Gymnopilus penetrans (Fr.) Murrill,gbif,キツムタケ
2533711,2533711,Gymnopilus aeruginosus (Peck) Singer,db,ミドリスギタケ
2533711,2533711,Gymnopilus aeruginosus (Peck) Singer,gbif,ミドリスギタケ
2533712,2533711,Pholiota aeruginosa Peck,db,ミドリスギタケ
2533712,2533711,Pholiota aeruginosa Peck,gbif,ミドリスギタケ
2533721,2533721,Gymnopilus liquiritiae (Pers.) P.Karst.,db,チャツムタケ
2533726,2533726,Gymnopilus picreus (Pers.) P.Karst.,gbif,チャツムタケ
2533730,2533730,Gymnopilus dilepis (Berk. & Broome) Singer,gbif,ムラサキチャツムタケ
2533783,2533783,Galerina vittiformis (Fr.) Singer,db,ケコガサ
2533783,2533783,Galerina vittiformis (Fr.) Singer,gbif,ケコガサタケ
2533833,2533833,Galerina heterocystis (G.F.Atk.) A.H.Sm. & Singer,db,フユノコガサ
2533833,2533833,Galerina heterocystis (G.F.Atk.) A.H.Sm. & Singer,gbif,フユノコガサ
2533835,2533835,Galerina subcerina A.H.Sm. & Singer,db,ヒメコガサ
2533835,2533835,Galerina subcerina A.H.Sm. & Singer,gbif,ヒメコガサ
2533854,8118872,Galerina autumnalis (Peck) A.H.Sm. & Singer,db,ヒメアジロガサ
2533854,8118872,Galerina autumnalis (Peck) A.H.Sm. & Singer,gbif,ヒメアジロガサ
2533865,2533865,Galerina tibiicystis (G.F.Atk.) Kühner,db,ミズゴケタケ
2533865,2533865,Galerina tibiicystis (G.F.Atk.) Kühner,gbif,ミズゴケタケ
2533908,2533908,Galerina nana (Petri) Kühner,db,ヒナコガサ
2533908,2533908,Galerina nana (Petri) Kühner,gbif,ヒナコガサ
2533962,2533962,Kuehneromyces mutabilis (Schaeff.) Singer & A.H.Sm.,db,センボンイチメガサ
2533962,2533962,Kuehneromyces mutabilis (Schaeff.) Singer & A.H.Sm.,gbif,センボンイチメガサ
2533963,2533962,Pholiota mutabilis (Schaeff.) P.Kumm.,db,センボンイチメガサ
2533963,2533962,Pholiota mutabilis (Schaeff.) P.Kumm.,gbif,センボンイチメガサ
2533972,2533974,Kuehneromyces lignicola (Peck) Redhead,db,ヒメアジロタケモドキ
2534085,2534085,Pholiota adiposa (Batsch) P.Kumm.,db,ヌメリスギタケ
2534085,2534085,Pholiota adiposa (Batsch) P.Kumm.,gbif,ヌメリスギタケ
2534102,2534102,Pholiota aurivella (Batsch) P.Kumm.,db,ヌメリスギタケモドキ
2534111,2534102,Pholiota cerifera (P.Karst.) P.Karst.,db,ヌメリスギタケモドキ
2534112,2534112,Pholiota lubrica (Pers.) Singer,db,チャナメツムタケ
2534112,2534112,Pholiota lubrica (Pers.) Singer,gbif,チャナメツムタケ
2534121,2534121,Pholiota malicola (Kauffman) A.H.Sm.,db,カオリツムタケ
2534131,12203150,Pholiota astragalina (Fr.) Singer,gbif,アカツムタケ
2534161,2534161,Pholiota populnea (Pers.) Kuyper & Tjall.-Beuk.,db,キッコウスギタケ
2534169,2534161,Pholiota destruens (Brond.) Gillet,db,キッコウスギタケ
2534175,2534175,Pholiota flammans (Batsch) P.Kumm.,db,ハナガサタケ
2534175,2534175,Pholiota flammans (Batsch) P.Kumm.,gbif,ハナガサタケ
2534187,9091857,Gymnopilus lentus (Pers.) Murrill,db,シロナメツムタケ
2534187,9091857,Gymnopilus lentus (Pers.) Murrill,gbif,シロナメツムタケ
2534205,2534205,Pholiota squarrosa (Vahl) P.Kumm.,db,スギタケ
2534205,2534205,Pholiota squarrosa (Vahl) P.Kumm.,gbif,スギタケ
2534267,2534267,Pholiota limonella (Peck) Sacc.,db,コヌメリスギタケ
2534267,2534267,Pholiota limonella (Peck) Sacc.,gbif,コヌメリスギタケ
2534274,9109424,Gymnopilus spumosus (Fr.) Murrill,db,キナメツムタケ
2534274,9109424,Gymnopilus spumosus (Fr.) Murrill,gbif,キナメツムタケ
2534290,2534290,Pholiota nameko (T.Itô) S.Ito & S.Imai,db,ナメコ
2534320,5242712,Coprinus phlyctidosporus Romagn.,db,ザラミノヒトヨタケ
2534320,5242712,Coprinus phlyctidosporus Romagn.,gbif,ザラミノヒトヨタケ
2534332,5242717,Coprinus stercoreus Fr.,db,トフンヒトヨタケ
2534332,5242717,Coprinus stercoreus Fr.,gbif,トフンヒトヨタケ
2534357,5242729,Coprinus friesii Quél.,db,ヒメヒトヨタケ
2534357,5242729,Coprinus friesii Quél.,gbif,ヒメヒトヨタケ
2534388,5242740,Coprinus atramentarius (Bull.) Fr.,db,ヒトヨタケ
2534388,5242740,Coprinus atramentarius (Bull.) Fr.,gbif,ヒトヨタケ
2534413,8945216,Coprinus lagopus (Fr.) Fr.,gbif,ザラエノヒトヨタケ
2534418,5242752,Coprinus kimurae Hongo & Aoki,db,マルミノヒトヨタケ
2534418,5242752,Coprinus kimurae Hongo & Aoki,gbif,マルミノヒトヨタケ
2534424,5242754,Coprinus cinereus (Schaeff.) Gray,db,ウシグソヒトヨタケ
2534424,5242754,Coprinus cinereus (Schaeff.) Gray,gbif,ウシグソヒトヨタケ
2534430,5242754,Coprinus macrorhizus (Pers.) Rea,db,ウシグソヒトヨタケ
2534430,5242754,Coprinus macrorhizus (Pers.) Rea,gbif,ウシグソヒトヨタケ
2534448,5242763,Coprinus radiatus (Bolton) Gray,db,ネナガノヒトヨタケ
2534448,5242763,Coprinus radiatus (Bolton) Gray,gbif,ネナガノヒトヨタケ
2534481,5242776,Coprinus insignis Peck,gbif,ミヤマザラミノヒトヨタケ
2534487,5242778,Coprinus acuminatus (Romagn.) P.D.Orton,db,アシボソヒトヨタケ
2534487,5242778,Coprinus acuminatus (Romagn.) P.D.Orton,gbif,アシボソヒトヨタケ
2534487,5242778,Coprinus acuminatus (Romagn.) P.D.Orton,gbif,トガリヒトヨタケ
2534522,2534522,"Parasola plicatilis (Curtis) Redhead, Vilgalys & Hopple",db,ヒメヒガサヒトヨ
2534522,2534522,"Parasola plicatilis (Curtis) Redhead, Vilgalys & Hopple",gbif,ヒメヒガサヒトヨタケ
2534524,2534522,Coprinus plicatilis (Curtis) Fr.,db,ヒメヒガサヒトヨ
2534524,2534522,Coprinus plicatilis (Curtis) Fr.,gbif,ヒメヒガサヒトヨタケ
2534537,2534537,"Parasola auricoma (Pat.) Redhead, Vilgalys & Hopple",db,オオカバイロヒトヨタケ
2534537,2534537,"Parasola auricoma (Pat.) Redhead, Vilgalys & Hopple",gbif,オオカバイロヒトヨタケ
2534546,2534546,"Parasola leiocephala (P.D.Orton) Redhead, Vilgalys & Hopple",db,コツブヒメヒガサヒトヨ
2534548,2534546,Coprinus leiocephalus P.D.Orton,db,コツブヒメヒガサヒトヨ
2534577,2534575,Coprinus flocculosus (DC.) Fr.,db,ヤケノワタヒトヨ
2534577,2534575,Coprinus flocculosus (DC.) Fr.,gbif,ヤケノワタヒトヨ
2534577,2534575,Coprinus flocculosus (DC.) Fr.,gbif,ワタヒトヨタケ
2534578,2534578,"Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson",db,キララタケ
2534578,2534578,"Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson",gbif,キララタケ
2534583,2534583,"Coprinellus xanthothrix (Romagn.) Vilgalys, Hopple & Jacq.Johnson",gbif,コキララダマシ
2534604,2534604,"Coprinellus domesticus (Bolton) Vilgalys, Hopple & Jacq.Johnson",gbif,コキララタケ
2534625,2534625,Coprinellus disseminatus (Pers.) J.E.Lange,db,イヌセンボンタケ
2534625,2534625,Coprinellus disseminatus (Pers.) J.E.Lange,gbif,イヌセンボンタケ
2534626,2534625,Psathyrella disseminata (Pers.) Quél.,db,イヌセンボンタケ
2534626,2534625,Psathyrella disseminata (Pers.) Quél.,gbif,イヌセンボンタケ
2534629,2534625,Coprinus disseminatus (Pers.) Gray,db,イヌセンボンタケ
2534629,2534625,Coprinus disseminatus (Pers.) Gray,gbif,イヌセンボンタケ
2534651,2534651,"Coprinellus radians (Desm.) Vilgalys, Hopple & Jacq.Johnson",db,コキララタケ
2534666,2534666,Cystoagaricus strobilomyces (Murrill) Singer,db,クロヒメオニタケ
2534666,2534666,Cystoagaricus strobilomyces (Murrill) Singer,gbif,クロヒメオニタケ
2534698,5242798,Psathyrella velutina (Pers.) Singer,db,ムジナタケ
2534698,5242798,Psathyrella velutina (Pers.) Singer,gbif,ムジナタケ
2534699,5242798,Hypholoma velutinum (Pers.) P.Kumm.,db,ムジナタケ
2534699,5242798,Hypholoma velutinum (Pers.) P.Kumm.,gbif,ムジナタケ
2534773,2534773,Psathyrella ammophila (Durieu & Lév.) P.D.Orton,db,スナジクズタケ
2534773,2534773,Psathyrella ammophila (Durieu & Lév.) P.D.Orton,gbif,スナジクズタケ
2534798,2534798,Psathyrella olympiana A.H.Sm.,db,ヒカゲイタチタケ
2534798,2534798,Psathyrella olympiana A.H.Sm.,gbif,ヒカゲイタチタケ
2534804,2534804,Psathyrella corrugis (Pers.) Konrad & Maubl.,db,ナヨタケモドキ
2534804,2534804,Psathyrella corrugis (Pers.) Konrad & Maubl.,gbif,ナヨタケ
2534820,2534804,Psathyrella caudata (Fr.) Quél.,db,ナヨタケモドキ
2534820,2534804,Psathyrella caudata (Fr.) Quél.,gbif,ナヨタケ
2534827,2534827,Psathyrella spintrigera (Fr.) Konrad & Maubl.,db,ミヤマイタチタケ
2534827,2534827,Psathyrella spintrigera (Fr.) Konrad & Maubl.,gbif,ミヤマイタチタケ
2534836,2534836,Psathyrella piluliformis (Bull.) P.D.Orton,db,ムササビタケ
2534836,2534836,Psathyrella piluliformis (Bull.) P.D.Orton,gbif,ムササビタケ
2534866,12008655,Hypholoma appendiculatum (Bull.) Quél.,gbif,イタチタケ
2535021,2535021,Psathyrella spadiceogrisea (Schaeff.) Maire,db,アシナガイタチタケ
2535021,2535021,Psathyrella spadiceogrisea (Schaeff.) Maire,gbif,アシナガイタチタケ
2535061,2535061,Psathyrella pennata (Fr.) A.Pearson & Dennis,db,ヤケノヒメイタチタケ
2535073,2534804,Psathyrella gracilis (Fr.) Quél.,db,ナヨタケモドキ
2535073,2534804,Psathyrella gracilis (Fr.) Quél.,gbif,ナヨタケ
2535077,2534804,Hypholoma gracile (Fr.) Hongo & Izawa,db,ナヨタケモドキ
2535077,2534804,Hypholoma gracile (Fr.) Hongo & Izawa,gbif,ナヨタケ
2535150,2535150,Cystodermella cinnabarina (Alb. & Schwein.) Harmaja,db,チャヒメオニタケ
2535150,2535150,Cystodermella cinnabarina (Alb. & Schwein.) Harmaja,gbif,チャヒメオニタケ
2535193,2535193,Bovista plumbea Pers.,db,シバフダンゴタケ
2535193,2535193,Bovista plumbea Pers.,gbif,シバフダンゴタケ
2535220,2535220,Bovista aestivalis (Bonord.) Demoulin,db,タマネギチャブクロタケ
2535238,2535237,Panaeolina rhombisperma Hongo,db,ヒシノミシバフタケ
2535253,2535253,Phaeolepiota aurea (Matt.) Maire,db,キナコタケ
2535310,2535310,Lepiota castanea Quél.,db,クリイロカラカサタケ
2535310,2535310,Lepiota castanea Quél.,gbif,クリイロカラカサタケ
2535314,2535314,Lepiota micropholis (Berk. & Broome) Sacc.,db,ゴマキツネガサ
2535314,2535314,Lepiota micropholis (Berk. & Broome) Sacc.,gbif,ゴマキツネガサ
2535329,2535329,Lepiota xanthophylla P.D.Orton,db,キヒダカラカサモドキ
2535360,2535360,Lepiota ignivolvata Bousset & Joss. ex Joss.,gbif,ツバワタカラカサタケ
2535456,2535456,Lepiota clypeolaria (Bull.) P.Kumm.,db,ワタカラカサタケ
2535471,2535471,Lepiota cristata (Bolton) P.Kumm.,db,キツネノカラカサ
2535471,2535471,Lepiota cristata (Bolton) P.Kumm.,gbif,キツネノカラカサ
2535486,2535486,Lepiota magnispora Murrill,db,コゲチャワタカラカサタケ
2535486,2535486,Lepiota magnispora Murrill,gbif,ワタカラカサタケ
2535487,2535486,Lepiota ventriosospora D.A.Reid,db,コゲチャワタカラカサタケ
2535487,2535486,Lepiota ventriosospora D.A.Reid,gbif,ワタカラカサタケ
2535560,2535560,Leucocoprinus brebissonii (Godey) Locq.,db,ナカグロヒガサタケ
2535560,2535560,Leucocoprinus brebissonii (Godey) Locq.,gbif,ナカグロヒガサタケ
2535573,2535573,Leucocoprinus cygneus (J.E.Lange) Bon,db,シロヒメカラカサタケ
2535573,2535573,Leucocoprinus cygneus (J.E.Lange) Bon,gbif,シロヒメカラカサタケ
2535574,2535573,Lepiota cygnea J.E.Lange,db,シロヒメカラカサタケ
2535574,2535573,Lepiota cygnea J.E.Lange,gbif,シロヒメカラカサタケ
2535581,2535581,Leucocoprinus cepistipes (Sowerby) Pat.,db,キヌカラカサタケ
2535581,2535581,Leucocoprinus cepistipes (Sowerby) Pat.,gbif,キヌカラカサタケ
2535598,2535598,Leucocoprinus birnbaumii (Corda) Singer,db,コガネキヌカラカサタケ
2535598,2535598,Leucocoprinus birnbaumii (Corda) Singer,gbif,コガネキヌカラカサタケ
2535603,2535598,Leucocoprinus luteus (Godfrin) Locq.,db,コガネキヌカラカサタケ
2535603,2535598,Leucocoprinus luteus (Godfrin) Locq.,gbif,コガネキヌカラカサタケ
2535613,8659282,Lepiota fragilissima (Ravenel ex Berk. & M.A.Curtis) Morgan,db,キツネノハナガサ
2535613,8659282,Lepiota fragilissima (Ravenel ex Berk. & M.A.Curtis) Morgan,gbif,キツネノハナガサ
2535638,2535638,Ripartitella brasiliensis (Speg.) Singer,db,ニセキツネノカラカサ
2535638,2535638,Ripartitella brasiliensis (Speg.) Singer,gbif,ニセキツネノカラカサ
2535664,2535664,Disciseda candida (Schwein.) Lloyd,db,ウスイロドングリタケ
2535664,2535664,Disciseda candida (Schwein.) Lloyd,gbif,ウスイロドングリタケ
2535701,2535701,Cystolepiota pseudogranulosa (Berk. & Broome) Pegler,db,コナカラカサタケモドキ
2535701,2535701,Cystolepiota pseudogranulosa (Berk. & Broome) Pegler,gbif,コナカラカサタケモドキ
2535723,2535723,Cystolepiota hetieri (Boud.) Singer,db,コナカラカサタケ
2535723,2535723,Cystolepiota hetieri (Boud.) Singer,gbif,コナカラカサタケ
2535739,2535739,Nidularia pulvinata (Schwein.) Fr.,db,マクラキンチャクタケ
2535739,2535739,Nidularia pulvinata (Schwein.) Fr.,gbif,マクラキンチャクタケ
2535762,2535762,Arachnion album Schwein.,db,シロクモノコタケ
2535798,2535798,Leucoagaricus meleagris (Gray) Singer,db,ツブカラカサタケ
2535799,2535798,Leucocoprinus meleagris (Sowerby) Locq.,db,ツブカラカサタケ
2535839,2535839,Leucoagaricus americanus (Peck) Vellinga,db,アメリカカラカサタケ
2535842,2535839,Leucocoprinus bresadolae (Schulzer) Wasser,db,アメリカカラカサタケ
2535843,2535839,Leucocoprinus americanus (Peck) Redhead,db,アメリカカラカサタケ
2535985,5955395,Macrolepiota rhacodes (Vittad.) Singer,gbif,カラカサタケモドキ
2536015,5955392,Lepiota alborubescens Hongo,db,イロガワリシロカラカサタケ
2536015,5955392,Lepiota alborubescens Hongo,gbif,イロガワリシロカラカサタケ
2536016,5955392,Macrolepiota alborubescens (Hongo) Hongo,db,イロガワリシロカラカサタケ
2536016,5955392,Macrolepiota alborubescens (Hongo) Hongo,gbif,イロガワリシロカラカサタケ
2536020,5955381,Lepiota neomastoidea Hongo,db,コカラカサタケ
2536020,5955381,Lepiota neomastoidea Hongo,gbif,ドクカラカサタケ
2536021,5955381,Macrolepiota neomastoidea (Hongo) Hongo,db,コカラカサタケ
2536021,5955381,Macrolepiota neomastoidea (Hongo) Hongo,gbif,ドクカラカサタケ
2536052,2536052,Queletia mirabilis Fr.,db,オニノケヤリタケ
2536052,2536052,Queletia mirabilis Fr.,gbif,オニノケヤリタケ
2536054,2536054,Calvatia cyathiformis (Bosc) Morgan,db,スミレホコリタケ
2536054,2536054,Calvatia cyathiformis (Bosc) Morgan,gbif,スミレホコリタケ
2536057,2536054,Calvatia fragilis (Quél.) Morgan,db,スミレホコリタケ
2536057,2536054,Calvatia fragilis (Quél.) Morgan,gbif,スミレホコリタケ
2536152,5243267,Bovista dermoxantha (Vittad.) De Toni,gbif,チビホコリタケ
2536689,2536689,Coprinus sterquilinus (Fr.) Fr.,db,マグソヒトヨタケ
2536689,2536689,Coprinus sterquilinus (Fr.) Fr.,gbif,マグソヒトヨタケ
2536695,11782580,Coprinus patouillardii Quél.,gbif,クズヒトヨタケ
2536820,2536820,Xerula pudens (Pers.) Singer,db,ビロードツエタケ
2536820,2536820,Xerula pudens (Pers.) Singer,gbif,ビロードツエタケ
2536822,2536820,Collybia longipes (Roussel) P.Kumm.,db,ビロードツエタケ
2536822,2536820,Collybia longipes (Roussel) P.Kumm.,gbif,ビロードツエタケ
2536847,2536847,Armillaria gallica Marxm. & Romagn.,db,ヤワナラタケ
2536847,2536847,Armillaria gallica Marxm. & Romagn.,gbif,ワタゲナラタケ
2536857,9713443,Armillaria tabescens (Scop.) Emel,gbif,ナラタケモドキ
2536865,9713443,Clitocybe tabescens (Scop.) Bres.,gbif,ナラタケモドキ
2536870,2536870,Armillaria sinapina Bérubé & Dessur.,db,ホテイナラタケ
2536870,2536870,Armillaria sinapina Bérubé & Dessur.,gbif,ホテイナラタケ
2536880,9694273,Armillaria ectypa (Fr.) Lamoure,gbif,ヤチヒロヒダタケ
2536888,2536888,Armillaria cepistipes Velen.,db,クロゲナラタケ
2536888,2536888,Armillaria cepistipes Velen.,gbif,クロゲナラタケ
2536891,2536891,Armillaria mellea (Vahl) P.Kumm.,db,ナラタケ
2536891,2536891,Armillaria mellea (Vahl) P.Kumm.,gbif,ナラタケ
2536892,2536891,Armillariella mellea (Vahl) P.Karst.,db,ナラタケ
2536892,2536891,Armillariella mellea (Vahl) P.Karst.,gbif,ナラタケ
2536899,2536899,Armillaria ostoyae (Romagn.) Herink,db,オニナラタケ
2536899,2536899,Armillaria ostoyae (Romagn.) Herink,gbif,オニナラタケ
2536900,2536899,Armillariella ostoyae Romagn.,db,オニナラタケ
2536900,2536899,Armillariella ostoyae Romagn.,gbif,オニナラタケ
2536923,2536923,Physalacria sasae S.Imai,db,タマバリタケ
2536923,2536923,Physalacria sasae S.Imai,gbif,タマバリタケ
2536937,2536937,Physalacria cryptomeriae Berthier & Rogerson,db,スギノタマバリタケ
2536979,5243623,Collybia esculenta (Wulfen) P.Kumm.,db,マツカサキノコ
2536979,5243623,Collybia esculenta (Wulfen) P.Kumm.,gbif,マツカサキノコ
2536991,2536991,Cyptotrama asprata (Berk.) Redhead & Ginns,db,ダイダイガサ
2536991,2536991,Cyptotrama asprata (Berk.) Redhead & Ginns,gbif,ダイダイガサ
2537020,2537020,Cylindrobasidium laeve (Pers.) Chamuris,db,エビオオコウヤクタケ
2537020,2537020,Cylindrobasidium laeve (Pers.) Chamuris,gbif,エビコウヤクタケ
2537058,2537058,Rhodotus palmatus (Bull.) Maire,db,ホシアンズタケ
2537058,2537058,Rhodotus palmatus (Bull.) Maire,gbif,ホシアンズタケ
2537118,5243660,Solenia candida Pers.,db,パイプタケ
2537118,5243660,Solenia candida Pers.,gbif,パイプタケ
2537202,2537202,Marasmius graminum (Lib.) Berk.,db,ヒメホウライタケ
2537202,2537202,Marasmius graminum (Lib.) Berk.,gbif,ヒメホウライタケ
2537250,2537250,Marasmius oreades (Bolton) Fr.,db,シバフタケ
2537250,2537250,Marasmius oreades (Bolton) Fr.,gbif,シバフタケ
2537268,2537268,Marasmius crinis-equi F.Muell. ex Kalchbr.,gbif,ウマノケタケ
2537272,2537268,Marasmius equicrinis F.Muell. ex Berk.,gbif,ウマノケタケ
2537371,2537371,Calyptella capula (Holmsk.) Quél.,db,エツキヒメサカズキタケ
2537371,2537371,Calyptella capula (Holmsk.) Quél.,gbif,エツキヒメサカズキタケ
2537418,2537418,Mycetinis scorodonius (Fr.) A.W.Wilson & Desjardin,gbif,ニオイヒメホウライタケ
2537442,2537442,Anthracophyllum nigritum (Lév.) Kalchbr.,db,ネッタイカタハ
2537442,2537442,Anthracophyllum nigritum (Lév.) Kalchbr.,gbif,ネッタイカタハ
2537483,2537483,Tetrapyrgos nigripes (Fr.) E.Horak,db,アシグロホウライタケ
2537483,2537483,Tetrapyrgos nigripes (Fr.) E.Horak,gbif,アシグロホウライタケ
2537487,2537483,Marasmiellus nigripes (Fr.) Singer,db,アシグロホウライタケ
2537487,2537483,Marasmiellus nigripes (Fr.) Singer,gbif,アシグロホウライタケ
2537561,11993337,Marasmius confluens (Pers.) P.Karst.,gbif,アマタケ
2537562,11993337,Collybia confluens (Pers.) P.Kumm.,gbif,アマタケ
2537591,5243756,Collybia dryophila (Bull.) P.Kumm.,db,モリノカサ
2537591,5243756,Collybia dryophila (Bull.) P.Kumm.,gbif,モリノカレバタケ
2537650,12092733,Collybia peronata (Bolton) P.Kumm.,gbif,ワサビカレバタケ
2537654,12092733,Marasmius peronatus (Bolton) Fr.,gbif,ワサビカレバタケ
2537743,2537743,Lentinula edodes (Berk.) Pegler,db,シイタケ
2537743,2537743,Lentinula edodes (Berk.) Pegler,gbif,シイタケ
2537743,2537743,Lentinula edodes (Berk.) Pegler,gbif,椎茸
2537747,2537743,Cortinellus shiitake (J.Schröt.) Henn.,db,シイタケ
2537747,2537743,Cortinellus shiitake (J.Schröt.) Henn.,gbif,シイタケ
2537747,2537743,Cortinellus shiitake (J.Schröt.) Henn.,gbif,椎茸
2537748,2537743,Lentinus edodes (Berk.) Singer,db,シイタケ
2537748,2537743,Lentinus edodes (Berk.) Singer,gbif,シイタケ
2537748,2537743,Lentinus edodes (Berk.) Singer,gbif,椎茸
2537751,2537743,Collybia shiitake J.Schröt.,db,シイタケ
2537751,2537743,Collybia shiitake J.Schröt.,gbif,シイタケ
2537751,2537743,Collybia shiitake J.Schröt.,gbif,椎茸
2537792,2537792,Rectipilus fasciculatus (Pers.) Agerer,db,シロヒメツツタケ
2537792,2537792,Rectipilus fasciculatus (Pers.) Agerer,gbif,シロヒメツツタケ
2537840,2537876,Marasmius candidus Fr.,db,シロホウライタケ
2537876,2537876,Marasmiellus candidus (Fr.) Singer,db,シロホウライタケ
2537924,2537924,Lactocollybia cycadicola (Joss.) Singer,db,ウスキカレエダタケ
2537924,2537924,Lactocollybia cycadicola (Joss.) Singer,gbif,ウスキカレエダタケ
2537958,2537958,Baeospora myosura (Fr.) Singer,db,ニセマツカサシメジ
2537958,2537958,Baeospora myosura (Fr.) Singer,gbif,ニセマツカサシメジ
2537965,2537965,Baeospora myriadophylla (Peck) Singer,db,フジイロアマタケ
2537965,2537965,Baeospora myriadophylla (Peck) Singer,gbif,フジイロアマタケ
